week_num,day_num,row_num,userid,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,tweet_cursor_id,sentiment,topic
4,1,61359,1.19769e+18,cats_table,"Writer. Singer (in my own Key) Anger and Sarcism Fonts, are not seen, but should be heard. #mentalhealthmatters & our earth & all living on it: That means You","Earth, I am Your Neighbour",427,74,1430,22/11/2019 1:26,14/6/2020 18:40,0,I think you need a breathing exercise and a carrot; you choose where you put the carrot. I don’t want to go anywhere near where I want it to go. Peace. #WorkFromHome #communications #HowDoYouFeel #SundaySingalong https://t.co/2G9onUslmg,"[{'text': 'WorkFromHome', 'indices': [152, 165]}, {'text': 'communications', 'indices': [166, 181]}, {'text': 'HowDoYouFeel', 'indices': [182, 195]}, {'text': 'SundaySingalong', 'indices': [196, 212]}]",1.27224e+18,"['i', 'think', 'you', 'need', 'a', 'breathing', 'exercise', 'and', 'a', 'carrot', 'you', 'choose', 'where', 'you', 'put', 'the', 'carrot', 'i', 'dont', 'want', 'to', 'go', 'anywhere', 'near', 'where', 'i', 'want', 'it', 'to', 'go', 'peace']","['think', 'need', 'breathing', 'exercise', 'carrot', 'choose', 'put', 'carrot', 'dont', 'want', 'go', 'anywhere', 'near', 'want', 'go', 'peace']"
2,2,25551,1.15e+18,PoetryUnheard,Bring People and Poetry together. Open to submissions email poetryunheard@gmail.com. Whether you're an established poet or new writer we want to hear from you!,,502,251,459,7/21/19 11:55,6/1/2020 16:35,0,"The artwork for todays reverse poem!  Today this colourful and texture-full work is by @areallycoolusername ! Let us know what words come to mind in the comments bellow... 
#art #oil #corona #pandemicart #wfh #reverse #love #share #cometogether https://t.co/VWKP1aKBz7","[{'text': 'art', 'indices': [173, 177]}, {'text': 'oil', 'indices': [178, 182]}, {'text': 'corona', 'indices': [183, 190]}, {'text': 'pandemicart', 'indices': [191, 203]}, {'text': 'wfh', 'indices': [204, 208]}, {'text': 'reverse', 'indices': [209, 217]}, {'text': 'love', 'indices': [218, 223]}, {'text': 'share', 'indices': [224, 230]}, {'text': 'cometogether', 'indices': [231, 244]}]",1.27e+18,"['the', 'artwork', 'for', 'todays', 'reverse', 'poem', 'today', 'this', 'colourful', 'and', 'texture', 'full', 'work', 'is', 'by', 'let', 'us', 'know', 'what', 'words', 'come', 'to', 'mind', 'in', 'the', 'comments', 'bellow']","['artwork', 'today', 'reverse', 'poem', 'today', 'colourful', 'texture', 'full', 'work', 'let', 'u', 'know', 'word', 'come', 'mind', 'comment', 'bellow']"
1,4,10621,288785542.0,MattTalhelm,"Emmy-nominated, AP Award-Winning Sunrise & Noon Anchor/Reporter at @NBC29, @Mizzou Alum (Go Tigers!) - Love Meeting People & Telling Great Stories.","Charlottesville, VA",1152,3591,990,27/4/2011 13:32,27/5/2020 14:37,0,"Obviously, Porter the dog does not want me to go through this stack of #FOIA documents or write scripts today.  🐶 #WorkFromHome #journalism #PartyLikeAJourno https://t.co/h14tcbhcGw","[{'text': 'FOIA', 'indices': [71, 76]}, {'text': 'WorkFromHome', 'indices': [114, 127]}, {'text': 'journalism', 'indices': [128, 139]}, {'text': 'PartyLikeAJourno', 'indices': [140, 157]}]",1.26565e+18,"['obviously', 'porter', 'the', 'dog', 'does', 'not', 'want', 'me', 'to', 'go', 'through', 'this', 'stack', 'of', 'documents', 'or', 'write', 'scripts', 'today']","['obviously', 'porter', 'dog', 'want', 'go', 'stack', 'document', 'write', 'script', 'today']"
4,2,64036,18364847.0,isalara,"Media Relations @NPR. Museum geek, news junkie, morning person. Likes=bookmarks. Tuits en inglés y en español.","Washington, DC",1657,7472,93181,24/12/2008 20:55,15/6/2020 13:07,0,Just realized I have back to back meetings from 10:30 to 2pm. No time for lunch. #WFH #QuarantineLife #HappyMonday https://t.co/Jagfw7Nrm3,"[{'text': 'WFH', 'indices': [81, 85]}, {'text': 'QuarantineLife', 'indices': [86, 101]}, {'text': 'HappyMonday', 'indices': [102, 114]}]",1.27252e+18,"['just', 'realized', 'i', 'have', 'back', 'to', 'back', 'meetings', 'from', 'to', 'pm', 'no', 'time', 'for', 'lunch']","['realized', 'back', 'back', 'meeting', 'pm', 'time', 'lunch']"
1,2,1860,3320509150.0,WorkRemoteFT,Follow for daily remote job listings! Part of @jobsforthem network,World wide,9,12514,23829,12/6/2015 7:29,25/5/2020 22:02,1,💻 New Remote Job! 👉 Senior Brand Designer @Atlassian #Design #Sketch #Figma #BrandDesign https://t.co/g6mwhcZMZl #remotework #remotejobs #workfromhome,"[{'text': 'Design', 'indices': [53, 60]}, {'text': 'Sketch', 'indices': [61, 68]}, {'text': 'Figma', 'indices': [69, 75]}, {'text': 'BrandDesign', 'indices': [76, 88]}, {'text': 'remotework', 'indices': [113, 124]}, {'text': 'remotejobs', 'indices': [125, 136]}, {'text': 'workfromhome', 'indices': [137, 150]}]",1.26504e+18,"['new', 'remote', 'job', 'senior', 'brand', 'designer']","['new', 'remote', 'job', 'senior', 'brand', 'designer']"
1,6,17004,228979695.0,malducin,"Know-nothing know-it-all. Tech support gremlin #VFX movies #80s, traveller, programmer & troublemaker. https://t.co/A7iXeyMle7",Galaxity,966,337,15038,21/12/2010 5:56,29/5/2020 23:29,0,In today's #WFH archeological find an #indianajones comic book. Seems it was the only issue I've ever got https://t.co/eJpr5nflR0,"[{'text': 'WFH', 'indices': [11, 15]}, {'text': 'indianajones', 'indices': [38, 51]}]",1.26651e+18,"['in', 'today', 's', 'archeological', 'find', 'an', 'comic', 'book', 'seems', 'it', 'was', 'the', 'only', 'issue', 'i', 've', 'ever', 'got']","['today', 'archeological', 'find', 'comic', 'book', 'seems', 'issue', 'ever', 'got']"
3,2,45554,1.01117e+18,remoteworkworld,"Expert #remoteworker #workingfromhome sharing advice, news & tips for all #remoteworkers #remoteworking #wfh FREE ebook at https://t.co/hIH5YMsEH0",,2514,1329,1390,25/6/2018 9:01,8/6/2020 12:20,0,Martin Lewis shares how to claim extra tax free cash for working at home due to coronavirus https://t.co/H6NYUVs5ri            - - - #RemoteWorking #RemoteWorkers #WorkingFromHome #WFH,"[{'text': 'RemoteWorking', 'indices': [133, 147]}, {'text': 'RemoteWorkers', 'indices': [148, 162]}, {'text': 'WorkingFromHome', 'indices': [163, 179]}, {'text': 'WFH', 'indices': [180, 184]}]",1.26997e+18,"['martin', 'lewis', 'shares', 'how', 'to', 'claim', 'extra', 'tax', 'free', 'cash', 'for', 'working', 'at', 'home', 'due', 'to', 'coronavirus']","['martin', 'lewis', 'share', 'claim', 'extra', 'tax', 'free', 'cash', 'working', 'home', 'due', 'coronavirus']"
4,6,76836,2976513517.0,4556Chamber,"Chamber of Commerce for local businesses in Kunda Park, Forest Glen, Sippy Downs & Buderim","Sunshine Coast, Australia",245,190,539,12/1/2015 10:41,19/6/2020 5:15,1,Dropped in for a tour at the @WOTSOWorkSpace Sunshine Coast at Sippy Downs. Fabulous spaces for work of all types and/or casual meetings and events when we are allowed to have them again!  #coworking #WFH #SunshineCoast #business https://t.co/0YqjWH75bD,"[{'text': 'coworking', 'indices': [189, 199]}, {'text': 'WFH', 'indices': [200, 204]}, {'text': 'SunshineCoast', 'indices': [205, 219]}, {'text': 'business', 'indices': [220, 229]}]",1.27385e+18,"['dropped', 'in', 'for', 'a', 'tour', 'at', 'the', 'sunshine', 'coast', 'at', 'sippy', 'downs', 'fabulous', 'spaces', 'for', 'work', 'of', 'all', 'types', 'and', 'or', 'casual', 'meetings', 'and', 'events', 'when', 'we', 'are', 'allowed', 'to', 'have', 'them', 'again']","['dropped', 'tour', 'sunshine', 'coast', 'sippy', 'down', 'fabulous', 'space', 'work', 'type', 'casual', 'meeting', 'event', 'allowed']"
2,3,30509,1.09025e+18,rahulsitaraam,Feeling Happy to be Realtor & Property Consultant,"Mumbai, India",2050,73,197,29/1/2019 14:02,2/6/2020 7:01,0,"#Available #Rental #Lease #Flats in #Mumbai check my #facebook #page

https://t.co/rHCOzOphb9

#workfromhome #unlock #lock #staysafestayhome #familyhome #happyhome #property #realestate 

#call 9833500848","[{'text': 'Available', 'indices': [0, 10]}, {'text': 'Rental', 'indices': [11, 18]}, {'text': 'Lease', 'indices': [19, 25]}, {'text': 'Flats', 'indices': [26, 32]}, {'text': 'Mumbai', 'indices': [36, 43]}, {'text': 'facebook', 'indices': [53, 62]}, {'text': 'page', 'indices': [63, 68]}, {'text': 'workfromhome', 'indices': [95, 108]}, {'text': 'unlock', 'indices': [109, 116]}, {'text': 'lock', 'indices': [117, 122]}, {'text': 'staysafestayhome', 'indices': [123, 140]}, {'text': 'familyhome', 'indices': [141, 152]}, {'text': 'happyhome', 'indices': [153, 163]}, {'text': 'property', 'indices': [164, 173]}, {'text': 'realestate', 'indices': [174, 185]}, {'text': 'call', 'indices': [188, 193]}]",1.26771e+18,"['in', 'check', 'my']",['check']
3,3,49654,1.05296e+18,AmJohn94738971,"🕵️ Researcher 
🗣️ Presenter
📝 Reporting 
🛍️ Products Analyst
🌌 Motivational Speaker",,41,3,11,18/10/2018 16:13,9/6/2020 5:25,0,"Earn $100 A Day On The Facebookmarket Place (With This Is 1 Trick)
#onlinebusiness #workfromhome #makemoneyonline #affiliatemarketing
#business #trending #income 
#love #family #jobseeker
How ? Watch it Here 
https://t.co/tsW6kfQglE https://t.co/i2PmDVkVY3","[{'text': 'onlinebusiness', 'indices': [67, 82]}, {'text': 'workfromhome', 'indices': [83, 96]}, {'text': 'makemoneyonline', 'indices': [97, 113]}, {'text': 'affiliatemarketing', 'indices': [114, 133]}, {'text': 'business', 'indices': [134, 143]}, {'text': 'trending', 'indices': [144, 153]}, {'text': 'income', 'indices': [154, 161]}, {'text': 'love', 'indices': [163, 168]}, {'text': 'family', 'indices': [169, 176]}, {'text': 'jobseeker', 'indices': [177, 187]}]",1.27023e+18,"['earn', 'a', 'day', 'on', 'the', 'facebookmarket', 'place', 'with', 'this', 'is', 'trick', 'watch', 'it', 'here']","['earn', 'day', 'facebookmarket', 'place', 'trick', 'watch']"
1,6,19663,2571514538.0,acteamo,"Simplify your work! acteamo is the one place where all work is done, together. Secure #Work Management and #Collaboration platform.","Zug, Schweiz",9560,8873,5694,16/6/2014 19:34,29/5/2020 10:36,0,Simplify your work! #Productivity tool For Your Startup. You can save #time and #money! @acteamo #Team https://t.co/b8DOMAFHtK  #Business #Tech #IT #WorkFromHome #Security #StaySafe #remote #WorkRemote https://t.co/lPBJ8wSPnA,"[{'text': 'Productivity', 'indices': [20, 33]}, {'text': 'time', 'indices': [70, 75]}, {'text': 'money', 'indices': [80, 86]}, {'text': 'Team', 'indices': [97, 102]}, {'text': 'Business', 'indices': [128, 137]}, {'text': 'Tech', 'indices': [138, 143]}, {'text': 'IT', 'indices': [144, 147]}, {'text': 'WorkFromHome', 'indices': [148, 161]}, {'text': 'Security', 'indices': [162, 171]}, {'text': 'StaySafe', 'indices': [172, 181]}, {'text': 'remote', 'indices': [182, 189]}, {'text': 'WorkRemote', 'indices': [190, 201]}]",1.26632e+18,"['simplify', 'your', 'work', 'tool', 'for', 'your', 'startup', 'you', 'can', 'save', 'and']","['simplify', 'work', 'tool', 'startup', 'save']"
2,2,27710,1.03e+18,TBDWear,Chic? Yes. Ambitious? You bet. Utilitarian? Very. Confidence? On an all-time high. Welcome to our community of kick-ass & empowered women! Workwear Redefined,"Mumbai, India",20,34,164,8/29/18 10:03,6/1/2020 4:47,0,"Kick start your #WorkFromHome Monday mojo with the ultimate office playlist @spotifyindia - made with suggestions by YOU!

#playlists #Spotifyplaylists 

 https://t.co/MFnqeK791A","[{'text': 'WorkFromHome', 'indices': [16, 29]}, {'text': 'playlists', 'indices': [123, 133]}, {'text': 'Spotifyplaylists', 'indices': [134, 151]}]",1.27e+18,"['kick', 'start', 'your', 'monday', 'mojo', 'with', 'the', 'ultimate', 'office', 'playlist', 'made', 'with', 'suggestions', 'by', 'you']","['kick', 'start', 'monday', 'mojo', 'ultimate', 'office', 'playlist', 'made', 'suggestion']"
2,1,23780,1173572461.0,tony_daurora,Names Accounts-Northeast @ Ivanti ‘All views and opinions are my own’,"Cambridge, MA",1069,406,17400,13/2/2013 1:37,31/5/2020 12:45,0,#ITServiceManagement and #Automation ensure remote employees remain productive via @GoIvanti's Dave Shepherd (@Shepo77) #remoteworking #wfh  https://t.co/w5QNsRadoi https://t.co/mmZQZxj8vf,"[{'text': 'ITServiceManagement', 'indices': [0, 20]}, {'text': 'Automation', 'indices': [25, 36]}, {'text': 'remoteworking', 'indices': [120, 134]}, {'text': 'wfh', 'indices': [135, 139]}]",1.26707e+18,"['and', 'ensure', 'remote', 'employees', 'remain', 'productive', 'via', 's', 'dave', 'shepherd']","['ensure', 'remote', 'employee', 'remain', 'productive', 'via', 'dave', 'shepherd']"
1,3,4699,1.16199e+18,MCHoeppner,"Founder and CEO of GK Training. Sr. communications strategist, Andrew Yang 2020 campaign. Communications consultant. Proud daddy of two.",,42,224,99,15/8/2019 13:19,26/5/2020 21:39,0,"Tomorrow, Wed. May 27th, join me for a guided 5-minute warm-up, live at 8:50am EDT. DM for log-in info. For folks in other time zones, find a week’s worth of warm-ups at our YouTube channel: https://t.co/C4BAsigkv5. #WorkFromHome","[{'text': 'WorkFromHome', 'indices': [216, 229]}]",1.2654e+18,"['tomorrow', 'wed', 'may', 'th', 'join', 'me', 'for', 'a', 'guided', 'minute', 'warm', 'up', 'live', 'at', 'am', 'edt', 'dm', 'for', 'log', 'in', 'info', 'for', 'folks', 'in', 'other', 'time', 'zones', 'find', 'a', 'weeks', 'worth', 'of', 'warm', 'ups', 'at', 'our', 'youtube', 'channel']","['tomorrow', 'wed', 'may', 'th', 'join', 'guided', 'minute', 'warm', 'live', 'edt', 'dm', 'log', 'info', 'folk', 'time', 'zone', 'find', 'week', 'worth', 'warm', 'ups', 'youtube', 'channel']"
2,6,38724,7.52432e+17,bookie_aff3,The only way to beat the bookies! and it's risk free,,6424,6975,5269,11/7/2016 9:19,5/6/2020 15:25,1,Plenty of ways to save as well as make money online! Please check my website out here! https://t.co/qcyJ5tC4J6 #save #saving #money #make #workfromhome #financialfreedom,"[{'text': 'save', 'indices': [111, 116]}, {'text': 'saving', 'indices': [117, 124]}, {'text': 'money', 'indices': [125, 131]}, {'text': 'make', 'indices': [132, 137]}, {'text': 'workfromhome', 'indices': [138, 151]}, {'text': 'financialfreedom', 'indices': [152, 169]}]",1.26893e+18,"['plenty', 'of', 'ways', 'to', 'save', 'as', 'well', 'as', 'make', 'money', 'online', 'please', 'check', 'my', 'website', 'out', 'here']","['plenty', 'way', 'save', 'well', 'make', 'money', 'online', 'please', 'check', 'website']"
2,7,40993,9.56549e+17,ckarr2018,Senior Recruiter at CDW,"Wauwatosa, WI",48,44,754,25/1/2018 15:29,6/6/2020 18:17,0,"During the summertime, work might be the last thing on your employees’ minds. Here are tips for keep #productivity high during the sunny months. #WFH @Forbes #cdwsocial https://t.co/nYEUpVR9BR","[{'text': 'productivity', 'indices': [101, 114]}, {'text': 'WFH', 'indices': [145, 149]}, {'text': 'cdwsocial', 'indices': [158, 168]}]",1.26933e+18,"['during', 'the', 'summertime', 'work', 'might', 'be', 'the', 'last', 'thing', 'on', 'your', 'employees', 'minds', 'here', 'are', 'tips', 'for', 'keep', 'high', 'during', 'the', 'sunny', 'months']","['summertime', 'work', 'might', 'last', 'thing', 'employee', 'mind', 'tip', 'keep', 'high', 'sunny', 'month']"
4,5,73701,4073196640.0,jela9ja,"Best Deals, Lowest Price, Price Drops on Games, Tech, Professional Courses, Books & Gadgets!",,5706,5736,43311,30/10/2015 5:57,18/6/2020 9:05,1,"Geeks!

Gigabyte AERO 15-inch OLED Thin and Light Laptop, 16GB RAM, 512GB SSD for $1,499 (save $400 off)!

https://t.co/cSUFtrYdgq

#PC #geek #deals #tech #devops #Windows #startup #business #workfromhome https://t.co/Rk1KxsFwY6","[{'text': 'PC', 'indices': [132, 135]}, {'text': 'geek', 'indices': [136, 141]}, {'text': 'deals', 'indices': [142, 148]}, {'text': 'tech', 'indices': [149, 154]}, {'text': 'devops', 'indices': [155, 162]}, {'text': 'Windows', 'indices': [163, 171]}, {'text': 'startup', 'indices': [172, 180]}, {'text': 'business', 'indices': [181, 190]}, {'text': 'workfromhome', 'indices': [191, 204]}]",1.27354e+18,"['geeks', 'gigabyte', 'aero', 'inch', 'oled', 'thin', 'and', 'light', 'laptop', 'gb', 'ram', 'gb', 'ssd', 'for', 'save', 'off']","['geek', 'gigabyte', 'aero', 'inch', 'oled', 'thin', 'light', 'laptop', 'gb', 'ram', 'gb', 'ssd', 'save']"
2,6,39831,3236302523.0,dperry1912,"Follow Politics: Politicians need to earn my vote. I will question. Follow lots of random stuff: football, dogs, comedians. Has to be fact, fair, not personal.",United Kingdom,308,100,5025,5/5/2015 16:58,5/6/2020 9:04,0,"@Jacob_Rees_Mogg I thought it was policy, laws, cross party talks, collaboration and being scrutinised? #WorkFromHome #StaySafeStayHome if you can, which they could!!","[{'text': 'WorkFromHome', 'indices': [104, 117]}, {'text': 'StaySafeStayHome', 'indices': [118, 135]}]",1.26883e+18,"['i', 'thought', 'it', 'was', 'policy', 'laws', 'cross', 'party', 'talks', 'collaboration', 'and', 'being', 'scrutinised', 'if', 'you', 'can', 'which', 'they', 'could']","['thought', 'policy', 'law', 'cross', 'party', 'talk', 'collaboration', 'scrutinised', 'could']"
4,2,62385,14466176.0,solarwinds,SolarWinds is a leading provider of powerful and affordable IT infrastructure management software. Make IT look easy.,"Austin, TX",3291,16505,29369,21/4/2008 19:55,15/6/2020 23:31,1,IT Corps: Improvise. Adapt. Overcome. Head Geek @FerventGeek shares his perspective while #WFH. https://t.co/zHcmYp04N8,"[{'text': 'WFH', 'indices': [90, 94]}]",1.27267e+18,"['it', 'corps', 'improvise', 'adapt', 'overcome', 'head', 'geek', 'shares', 'his', 'perspective', 'while']","['corp', 'improvise', 'adapt', 'overcome', 'head', 'geek', 'share', 'perspective']"
1,1,212,508441363.0,NealManegold,Product Director for @Eureka_Math at @GreatMindsEd #MathEd #MathChat,"Snohomish, WA",1879,2705,4747,29/2/2012 5:55,24/5/2020 20:49,0,"Finally got a monitor arm setup going. Now it’s a #WorkFromHome party. #QuarantineLife bonus points for @Coachella 2006, best one ever thanks to #DaftPunk and #Tool, and #TibetanFreedomConcert 1996 check out this 🔥🔥🔥 lineup https://t.co/5hRO6zTEG9 https://t.co/VtLK0H6dQT","[{'text': 'WorkFromHome', 'indices': [50, 63]}, {'text': 'QuarantineLife', 'indices': [71, 86]}, {'text': 'DaftPunk', 'indices': [145, 154]}, {'text': 'Tool', 'indices': [159, 164]}, {'text': 'TibetanFreedomConcert', 'indices': [170, 192]}]",1.26466e+18,"['finally', 'got', 'a', 'monitor', 'arm', 'setup', 'going', 'now', 'its', 'a', 'party', 'bonus', 'points', 'for', 'best', 'one', 'ever', 'thanks', 'to', 'and', 'and', 'check', 'out', 'this', 'lineup']","['finally', 'got', 'monitor', 'arm', 'setup', 'going', 'party', 'bonus', 'point', 'best', 'one', 'ever', 'thanks', 'check', 'lineup']"
2,1,23639,155231241.0,bhagyeshvna,Global Enterprenure,Ahmedabad,75,50,59,13/6/2010 14:50,31/5/2020 14:23,0,"Break the Shackles of 9 to 5. Opportunity for sharp and ambitious people.
#lifeofchoice #goalsetting #dreams #parttimeincome #workfromhome https://t.co/UWs77PYChp","[{'text': 'lifeofchoice', 'indices': [74, 87]}, {'text': 'goalsetting', 'indices': [88, 100]}, {'text': 'dreams', 'indices': [101, 108]}, {'text': 'parttimeincome', 'indices': [109, 124]}, {'text': 'workfromhome', 'indices': [125, 138]}]",1.2671e+18,"['break', 'the', 'shackles', 'of', 'to', 'opportunity', 'for', 'sharp', 'and', 'ambitious', 'people']","['break', 'shackle', 'opportunity', 'sharp', 'ambitious', 'people']"
2,4,33581,1215409596.0,WorkWithCancer,"Changing the conversation about work and #cancer. Supporting #employers and #employees with experienced #coaching, #training & #consultancy.",London,2539,3985,9117,24/2/2013 12:57,3/6/2020 8:30,2,"How has your employer approached employee support during lockdown?

One of our clients, @JHPartnership shares with us some ideas for supporting employees in lockdown.

https://t.co/hXRgJwZWTX
#HR #RemoteWorking #WorkFromHome","[{'text': 'HR', 'indices': [192, 195]}, {'text': 'RemoteWorking', 'indices': [196, 210]}, {'text': 'WorkFromHome', 'indices': [211, 224]}]",1.2681e+18,"['how', 'has', 'your', 'employer', 'approached', 'employee', 'support', 'during', 'lockdown', 'one', 'of', 'our', 'clients', 'shares', 'with', 'us', 'some', 'ideas', 'for', 'supporting', 'employees', 'in', 'lockdown']","['employer', 'approached', 'employee', 'support', 'lockdown', 'one', 'client', 'share', 'u', 'idea', 'supporting', 'employee', 'lockdown']"
1,4,12060,24723897.0,moneyandmedia,Finance writer/editor. Ex-@FT. Swinley Bottom horse racing blog (aka #Philippos). Chair judging 2020 @Headlinemoney_ awards. IG: moneyandmedia,"Ideally, by the seaside.",2923,4596,23621,16/3/2009 16:52,27/5/2020 7:31,0,Just realised @CEMichael gives her #Twitter location as 'al desko' which is reasonably amusing. #lockdown #wfh,"[{'text': 'Twitter', 'indices': [35, 43]}, {'text': 'lockdown', 'indices': [96, 105]}, {'text': 'wfh', 'indices': [106, 110]}]",1.26555e+18,"['just', 'realised', 'gives', 'her', 'location', 'as', 'al', 'desko', 'which', 'is', 'reasonably', 'amusing']","['realised', 'give', 'location', 'al', 'desko', 'reasonably', 'amusing']"
1,6,19492,1.21126e+18,OverRemote,"We believe, remote jobs are the next level of freedom. Find your dream job with us.",,165,129,109,29/12/2019 12:18,29/5/2020 11:32,5,Data Architect (Part Time/Remote) https://t.co/YqUzwp4TFh #remote #remotejobs #remotejob  #remoteworks #job #jobs #jobs #jobseekers #workfromhome #wfh #digitalnomad #programming #developer #javascript #Linux,"[{'text': 'remote', 'indices': [58, 65]}, {'text': 'remotejobs', 'indices': [66, 77]}, {'text': 'remotejob', 'indices': [78, 88]}, {'text': 'remoteworks', 'indices': [90, 102]}, {'text': 'job', 'indices': [103, 107]}, {'text': 'jobs', 'indices': [108, 113]}, {'text': 'jobs', 'indices': [114, 119]}, {'text': 'jobseekers', 'indices': [120, 131]}, {'text': 'workfromhome', 'indices': [132, 145]}, {'text': 'wfh', 'indices': [146, 150]}, {'text': 'digitalnomad', 'indices': [151, 164]}, {'text': 'programming', 'indices': [165, 177]}, {'text': 'developer', 'indices': [178, 188]}, {'text': 'javascript', 'indices': [189, 200]}, {'text': 'Linux', 'indices': [201, 207]}]",1.26633e+18,"['data', 'architect', 'part', 'time', 'remote']","['data', 'architect', 'part', 'time', 'remote']"
3,2,44478,1169267227.0,Relax_Stress,Stress Management Speaker/Trainer/ 27 year's passionately working with people to erase #stigma & achieve good #mentalhealth #selfesteem #resilience & #wellbeing,"London, England",480,153,1099,11/2/2013 15:47,8/6/2020 17:02,0,"Mentally visualising letting go of  tension &amp; #stress can help change our #Mindset from #WorkFromHome mode to #chill out. Simple things like 5 minutes #Mindfulness changing into casual clothes, keeping some routines we had b4 #lockdown help with #selfcare &amp; good #mentalhealth https://t.co/jVdxZ8N65x","[{'text': 'stress', 'indices': [50, 57]}, {'text': 'Mindset', 'indices': [78, 86]}, {'text': 'WorkFromHome', 'indices': [92, 105]}, {'text': 'chill', 'indices': [114, 120]}, {'text': 'Mindfulness', 'indices': [155, 167]}, {'text': 'lockdown', 'indices': [230, 239]}, {'text': 'selfcare', 'indices': [250, 259]}, {'text': 'mentalhealth', 'indices': [271, 284]}]",1.27004e+18,"['mentally', 'visualising', 'letting', 'go', 'of', 'tension', 'amp', 'can', 'help', 'change', 'our', 'from', 'mode', 'to', 'out', 'simple', 'things', 'like', 'minutes', 'changing', 'into', 'casual', 'clothes', 'keeping', 'some', 'routines', 'we', 'had', 'b', 'help', 'with', 'amp', 'good']","['mentally', 'visualising', 'letting', 'go', 'tension', 'amp', 'help', 'change', 'mode', 'simple', 'thing', 'like', 'minute', 'changing', 'casual', 'clothes', 'keeping', 'routine', 'b', 'help', 'amp', 'good']"
2,4,33913,1.08333e+18,PilogG,"PiLog is a leading provider of Master Data Digitalization and solutions provider.
Backed by nearly 3 decades of Master Data Governance experience globally.",Global,327,26,145,10/1/2019 11:56,3/6/2020 5:52,0,"#COVID-19 Vaccine Update: Harvard studies show DNA vaccines provide partial #immunity and antibodies prevent reinfection
https://t.co/hpCYlMJV9H
.
#coronavirus #covid19update #stayhomestaysafe #workfromhome #Covid #Coronavirusupdate #coronaoutbreak #digital #data #linkedin #world https://t.co/aTec4YziRN","[{'text': 'COVID', 'indices': [0, 6]}, {'text': 'immunity', 'indices': [76, 85]}, {'text': 'coronavirus', 'indices': [147, 159]}, {'text': 'covid19update', 'indices': [160, 174]}, {'text': 'stayhomestaysafe', 'indices': [175, 192]}, {'text': 'workfromhome', 'indices': [193, 206]}, {'text': 'Covid', 'indices': [207, 213]}, {'text': 'Coronavirusupdate', 'indices': [214, 232]}, {'text': 'coronaoutbreak', 'indices': [233, 248]}, {'text': 'digital', 'indices': [249, 257]}, {'text': 'data', 'indices': [258, 263]}, {'text': 'linkedin', 'indices': [264, 273]}, {'text': 'world', 'indices': [274, 280]}]",1.26806e+18,"['vaccine', 'update', 'harvard', 'studies', 'show', 'dna', 'vaccines', 'provide', 'partial', 'and', 'antibodies', 'prevent', 'reinfection']","['vaccine', 'update', 'harvard', 'study', 'show', 'dna', 'vaccine', 'provide', 'partial', 'antibody', 'prevent', 'reinfection']"
3,5,55270,1372399914.0,ThisWeekinFM,"The Leading News & Information Service For The Facilities, Workplace & Built Environment Community","England, United Kingdom",1320,4884,12128,22/4/2013 15:37,11/6/2020 13:17,3,"60 per cent of employees said they’d prefer to work from home, even post-lockdown, in a survey by @adzooma 💻

Read more insights here ➡️ https://t.co/9TiK30a0qw

#WorkFromHome #WFH #HomeOffice #Workplace https://t.co/PPsUu3Dab4","[{'text': 'WorkFromHome', 'indices': [162, 175]}, {'text': 'WFH', 'indices': [176, 180]}, {'text': 'HomeOffice', 'indices': [181, 192]}, {'text': 'Workplace', 'indices': [193, 203]}]",1.27107e+18,"['per', 'cent', 'of', 'employees', 'said', 'theyd', 'prefer', 'to', 'work', 'from', 'home', 'even', 'post', 'lockdown', 'in', 'a', 'survey', 'by', 'read', 'more', 'insights', 'here']","['per', 'cent', 'employee', 'said', 'theyd', 'prefer', 'work', 'home', 'even', 'post', 'lockdown', 'survey', 'read', 'insight']"
3,2,44073,601951002.0,MorganCMatthews,PhD Candidate in Sociology @UWMadison. #GenderandPolitics scholar. Interdisciplinary and intersectional thinker. Dog mom. NH expat. She/Her. Views my own.,"Madison, WI",680,351,337,7/6/2012 13:24,8/6/2020 19:16,0,"Is anyone else developing #WorkFromHome injuries? I've been working from my laptop in a tiny apartment since March and did not invest in upgrading my space for fulltime work, and it finally caught up to me. Any recs for relieving wrist pain ($50 budget) that have worked for you?","[{'text': 'WorkFromHome', 'indices': [26, 39]}]",1.27007e+18,"['is', 'anyone', 'else', 'developing', 'injuries', 'i', 've', 'been', 'working', 'from', 'my', 'laptop', 'in', 'a', 'tiny', 'apartment', 'since', 'march', 'and', 'did', 'not', 'invest', 'in', 'upgrading', 'my', 'space', 'for', 'fulltime', 'work', 'and', 'it', 'finally', 'caught', 'up', 'to', 'me', 'any', 'recs', 'for', 'relieving', 'wrist', 'pain', 'budget', 'that', 'have', 'worked', 'for', 'you']","['anyone', 'else', 'developing', 'injury', 'working', 'laptop', 'tiny', 'apartment', 'since', 'march', 'invest', 'upgrading', 'space', 'fulltime', 'work', 'finally', 'caught', 'recs', 'relieving', 'wrist', 'pain', 'budget', 'worked']"
